CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLSAN2305,OJO CALIENTE 2,GOLFO NORTE,SAN LUIS POTOSI,SANTA MARIA DEL RIO,SANTA MARIA DEL RIO,POZO,-100.752870,21.851800,2020,209.145,Alta,671,Buena para riego,,366.4,Excelente para riego,Potable - Dulce,1.8326,Alta,113.6922,Potable - Moderadamente suave,<1.1,Potable - Excelente,3.088241,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2306,DELEGACION VILLA DE POZOS,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,POZO,-100.879920,22.098060,2020,124.83,Media,387,Buena para riego,,222.4,Excelente para riego,Potable - Dulce,2.734,Alta,41.785,Potable - Suave,<1.1,Potable - Excelente,1.174783,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2309,FRACC. VILLA JARDIN,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,SAN LUIS POTOSI,POZO,-100.901860,22.140210,2020,107.31,Media,286,Buena para riego,,192.8,Excelente para riego,Potable - Dulce,0.8287,Potable - Optima,39.892,Potable - Suave,<1.1,Potable - Excelente,1.311803,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2311,INTERNADO DAMIAN CARMONA,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,POZO,-100.971690,22.139440,2020,114.975,Media,483,Buena para riego,,351,Excelente para riego,Potable - Dulce,0.6657,Media,129.649,Potable - Dura,31,Buena calidad,8.08896,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2312,MUÑOZ,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,POZO,-100.999820,22.155710,2020,114.975,Media,414,Buena para riego,,216,Excelente para riego,Potable - Dulce,2.9349,Alta,53.8542,Potable - Suave,10,Buena calidad,1.196746,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.012,Potable - Excelente,0.1304,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2313,POZO PERIFERICO 1,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,POZO,-101.011470,22.208600,2020,137.97,Media,430,Buena para riego,,248.8,Excelente para riego,Potable - Dulce,2.7147,Alta,47.8704,Potable - Suave,<1.1,Potable - Excelente,1.61334,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2322,CABECERA MUNICIPAL,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SALINAS,SALINAS DE HIDALGO,POZO,-101.702460,22.623260,2020,277.5,Alta,8680,Indeseable para riego,,5418.2,Indeseable para riego,Salobres,1.7301,Alta,1361.0232,Muy dura e indeseable usos industrial y domestico,201,Aceptable,4.066524,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,0.0133,No apta como FAAP,0.0023,Potable - Excelente,0.0407,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,DT,PB,",SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI
DLSAN2323,POZO NO. 1 VENADO (NO. 598),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,VENADO,VILLA DE ARISTA,POZO,-101.103620,22.933260,2020,213.525,Alta,423,Buena para riego,,280.8,Excelente para riego,Potable - Dulce,0.2444,Baja,209.7952,Potable - Dura,31,Buena calidad,1.912013,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0324,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2324,POZO EL EPAZOTE (NO. 632),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,VENADO,VILLA DE ARISTA,POZO,-100.905410,22.821890,2020,221.19,Alta,736,Buena para riego,,530.4,Cultivos sensibles,Potable - Dulce,1.4964,Potable - Optima,215.7328,Potable - Dura,<1.1,Potable - Excelente,0.439536,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2325,POZO RANCHO SEDARH (POZO NO. 2),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,VILLA DE ARISTA,VILLA DE ARISTA,POZO,-100.912970,22.676600,2020,285.795,Alta,1017,Permisible para riego,,609.6,Cultivos sensibles,Potable - Dulce,0.9581,Potable - Optima,112.8144,Potable - Moderadamente suave,<1.1,Potable - Excelente,1.350695,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0046,Potable - Excelente,0.0483,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2326,POZO LA ZAMORILLA (CNA-72),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,VILLA DE ARISTA,POZO,-100.982610,22.564810,2020,234.33,Alta,875,Permisible para riego,,494.8,Excelente para riego,Potable - Dulce,0.7001,Potable - Optima,183.5032,Potable - Dura,<1.1,Potable - Excelente,3.97333,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0148,Potable - Excelente,0.1437,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2327,POZO BOCAS (NO. 35),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,VILLA DE ARISTA,POZO,-101.021710,22.515890,2020,336.165,Alta,1272,Permisible para riego,,840.6,Cultivos sensibles,Potable - Dulce,0.8296,Potable - Optima,331.1036,Potable - Dura,<1.1,Potable - Excelente,5.702626,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.037,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2328,POZO AGUA POTABLE SAN JUAN SIN AGUA,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,GUADALCAZAR,MATEHUALA-HUIZACHE,POZO,-100.475110,22.939440,2020,186.15,Alta,1666,Permisible para riego,,1327.6,Cultivos con manejo especial,Ligeramente salobres,2.0311,Alta,855.0144,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.585309,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0567,Potable - Excelente,Rojo,"FLUO,DT,",SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2329,LA CHILERA,GOLFO NORTE,SAN LUIS POTOSI,CIUDAD FERNANDEZ,RIO VERDE,POZO,-100.060280,21.949580,2020,193.815,Alta,1248,Permisible para riego,,997.3333,Cultivos sensibles,Potable - Dulce,1.0516,Potable - Optima,607.6144,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,5.49472,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2330,EL REFUGIO CNA - 22,GOLFO NORTE,SAN LUIS POTOSI,CIUDAD FERNANDEZ,RIO VERDE,POZO,-100.054030,21.939020,2020,205.86,Alta,773,Permisible para riego,,617.3333,Cultivos sensibles,Potable - Dulce,0.9273,Potable - Optima,332.5056,Potable - Dura,<1.1,Potable - Excelente,2.916327,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2331,POZO SAN DIEGO,GOLFO NORTE,SAN LUIS POTOSI,RIOVERDE,RIO VERDE,POZO,-100.084960,21.919460,2020,203.67,Alta,501,Buena para riego,,401.4,Excelente para riego,Potable - Dulce,0.2816,Baja,166.2528,Potable - Dura,<1.1,Potable - Excelente,3.550095,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2332,EJIDO EL REFUGIO,GOLFO NORTE,SAN LUIS POTOSI,CIUDAD FERNANDEZ,RIO VERDE,POZO,-100.070850,21.933320,2020,243.09,Alta,1956,Permisible para riego,,1559.6667,Cultivos con manejo especial,Ligeramente salobres,1.4587,Potable - Optima,1029.184,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.380737,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0783,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2333,LA MEZCLITA,GOLFO NORTE,SAN LUIS POTOSI,CIUDAD FERNANDEZ,RIO VERDE,POZO,-100.077820,21.942260,2020,239.805,Alta,1641,Permisible para riego,,1138,Cultivos con manejo especial,Ligeramente salobres,1.3636,Potable - Optima,851.056,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.567393,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0319,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2334,POZO EMILIANO ZAPATA 2,GOLFO NORTE,SAN LUIS POTOSI,CIUDAD FERNANDEZ,RIO VERDE,POZO,-100.049750,21.924110,2020,179.58,Alta,590,Buena para riego,,483.2,Excelente para riego,Potable - Dulce,<0.2,Baja,257.296,Potable - Dura,<1.1,Potable - Excelente,5.729445,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2338,POZO TECOMATES,GOLFO NORTE,SAN LUIS POTOSI,RIOVERDE,RIO VERDE,POZO,-100.160410,21.984690,2020,257.325,Alta,715,Buena para riego,,486,Excelente para riego,Potable - Dulce,1.7781,Alta,306.776,Potable - Dura,<1.1,Potable - Excelente,3.831585,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0021,Potable - Excelente,0.0809,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN2344,POZO EL PESCADITO,GOLFO NORTE,SAN LUIS POTOSI,RIOVERDE,RIO VERDE,POZO,-100.092800,21.879020,2020,246.375,Alta,496,Buena para riego,,310,Excelente para riego,Potable - Dulce,0.5386,Media,138.544,Potable - Dura,<1.1,Potable - Excelente,1.003817,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5298,PALMA DEL SALTO,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CATORCE,VANEGAS-CATORCE,POZO,-100.907500,23.760600,2020,287.49,Alta,555,Buena para riego,,367.8,Excelente para riego,Potable - Dulce,0.331,Baja,290.9424,Potable - Dura,9208,Contaminada,2.850472,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0074,Potable - Excelente,0.0671,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5305,LA MAROMA - MINA,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CATORCE,MATEHUALA-HUIZACHE,POZO,-100.847200,23.515600,2020,156.51,Alta,391,Buena para riego,,282.4,Excelente para riego,Potable - Dulce,<0.2,Baja,205.8368,Potable - Dura,3076,Contaminada,0.754372,Potable - Excelente,<0.01,Potable - Excelente,0.0056,No apta como FAAP,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1925,Sin efectos en la salud - Puede dar color al agua,0.3966,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,CD,MN,FE,",SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,NO,NO
DLSAN5306,LOS CATORCE,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CATORCE,VANEGAS-CATORCE,POZO,-100.910200,23.700200,2020,212.01,Alta,862,Permisible para riego,,794.4,Cultivos sensibles,Potable - Dulce,0.3643,Baja,490.8416,Potable - Dura,292,Aceptable,0.577138,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0063,Potable - Excelente,0.0492,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5383,GRANJAS LA FLORIDA CNA-11-394,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.842250,22.152806,2020,128.115,Media,510,Buena para riego,,322,Excelente para riego,Potable - Dulce,0.7511,Potable - Optima,109.703,Potable - Moderadamente suave,<1.1,Potable - Excelente,2.484936,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5384,EL HUIZACHE CNA-11-248,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,SAN LUIS POTOSI,POZO,-100.853056,22.236667,2020,133.59,Media,734,Buena para riego,,507.2,Cultivos sensibles,Potable - Dulce,0.5103,Media,213.7536,Potable - Dura,95,Buena calidad,7.580452,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5385,LA ZORRA CNA-11-274,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.850917,22.183110,2020,109.5,Media,315,Buena para riego,,209.8,Excelente para riego,Potable - Dulce,0.6527,Media,53.8542,Potable - Suave,<1.1,Potable - Excelente,1.70958,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5386,FRACC. LA FLORIDA CNA-11-299,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,POZO,-100.846028,22.148889,2020,114.975,Media,316,Buena para riego,,205.2,Excelente para riego,Potable - Dulce,1.4738,Potable - Optima,33.9082,Potable - Suave,<1.1,Potable - Excelente,1.332578,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLSAN5387,REAL DEL POTOSI CNA-11-304,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSI,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.867611,22.162750,2020,139.065,Media,388,Buena para riego,,306,Excelente para riego,Potable - Dulce,1.06,Potable - Optima,75.2096,Potable - Moderadamente suave,<1.1,Potable - Excelente,1.771734,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2418,SAPAET LAZARO CARDENAS,FRONTERA SUR,TABASCO,CENTRO,SAMARIA-CUNDUACAN,POZO,-93.007830,17.994400,2020,572.76,Indeseable como FAAP,1142,Permisible para riego,,597.8,Cultivos sensibles,Potable - Dulce,1.0736,Potable - Optima,<20,Potable - Suave,146,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0149,Potable - Excelente,0.5507,Sin efectos en la salud - Puede dar color al agua,Amarillo,"ALC,FE,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLTAB2433,SAPAET BELLOTA 53,FRONTERA SUR,TABASCO,CUNDUACAN,SAMARIA-CUNDUACAN,POZO,-93.322300,18.095200,2020,336.33,Alta,671,Buena para riego,,384.4,Excelente para riego,Potable - Dulce,<0.2,Baja,306.3676,Potable - Dura,10,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.6628,Puede afectar la salud,0.1529,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
DLTAB2467,SAPAET FRANCISCO I MADERO,FRONTERA SUR,TABASCO,PARAISO,CENTLA,POZO,-93.204800,18.332340,2020,271.95,Alta,994,Permisible para riego,,504.4,Cultivos sensibles,Potable - Dulce,0.4097,Media,153.1838,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1165,Potable - Excelente,0.0669,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2468,SAPAET MIGUEL HIDALGO,FRONTERA SUR,TABASCO,COMALCALCO,LA CHONTALPA,POZO,-93.308850,18.255550,2020,362.97,Alta,842,Permisible para riego,,466.4,Excelente para riego,Potable - Dulce,0.2008,Baja,342.1768,Potable - Dura,10,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.6,Puede afectar la salud,0.1052,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
DLTAB2487,SAPAET LEANDRO ROVIROSA,FRONTERA SUR,TABASCO,CENTLA,CENTLA,POZO,-92.878280,18.428640,2020,286.5,Alta,644,Buena para riego,,422,Excelente para riego,Potable - Dulce,0.5089,Media,244.73,Potable - Dura,40,Buena calidad,0.4806,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1079,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2492,POZO HUAPACAL 1A SECC.,FRONTERA SUR,TABASCO,JALPA DE MENDEZ,CENTLA,POZO,-93.146290,18.197250,2020,303.69,Alta,732,Buena para riego,,495,Excelente para riego,Potable - Dulce,0.4818,Media,428.27,Potable - Dura,<1.1,Potable - Excelente,0.632,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1914,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2510,GASOLINERA ORSAN,FRONTERA SUR,TABASCO,CENTRO,CENTLA,POZO,-92.859410,18.160210,2020,314.2,Alta,648,Buena para riego,,429,Excelente para riego,Potable - Dulce,0.6904,Media,272.36,Potable - Dura,<1.1,Potable - Excelente,0.7519,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1314,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2513,SAPAET CHONTALPA 1,FRONTERA SUR,TABASCO,HUIMANGUILLO,HUIMANGUILLO,POZO,-93.477520,17.663160,2020,56.61,Baja,112.8,Excelente para riego,,138.2,Excelente para riego,Potable - Dulce,<0.2,Baja,25.896,Potable - Suave,10,Buena calidad,0.027356,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB2541,HUASTECA,FRONTERA SUR,TABASCO,CENTRO,LA SIERRA,POZO,-92.941620,17.791930,2020,240.89,Alta,1219,Permisible para riego,,622.8,Cultivos sensibles,Potable - Dulce,0.3023,Baja,150.7992,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0761,Potable - Excelente,0.2348,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLTAB5354,1.- CUAUHTEMOCZIN,FRONTERA SUR,TABASCO,CARDENAS,LA CHONTALPA,POZO,-94.127225,18.203917,2020,28.86,Baja,240,Excelente para riego,,112,Excelente para riego,Potable - Dulce,<0.2,Baja,37.848,Potable - Suave,<1.1,Potable - Excelente,2.17759,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0308,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
